time,source_ip_int,destination_ip_int,source_port,destination_port,protocol,duration,packet_count,bytes_sent,bytes_received,label,bytes_per_packet
2025-04-06 22:21:58,3232253746,167783036,3952,80,0,0.24795318982280384,8430,25482,681,1,3.022775800711744
2025-04-07 05:42:43,3232270824,167812718,52020,110,0,4.461192688967608,24,806,2191,0,33.583333333333336
2025-04-06 22:21:48,3232254428,167791303,43922,443,1,0.8279253790298945,4964,48276,698,1,9.72522159548751
2025-04-07 00:17:58,3232242957,167807462,3143,3389,0,1.8788595239853851,46,1032,567,1,22.434782608695652
2025-04-07 10:50:23,3232276240,167797079,45986,993,0,4.643500041771271,8,8232,2874,0,1029.0
2025-04-07 03:31:23,3232238097,167782512,63149,443,0,2.1968150770428494,50,7516,7690,0,150.32
2025-04-06 20:40:13,3232298102,167819374,4267,993,0,4.615325225402145,75,7630,11171,0,101.73333333333333
2025-04-06 23:41:33,3232295607,167811426,19409,443,0,2.8961727787793374,50,5448,10146,0,108.96
2025-04-07 00:10:03,3232282094,167827372,19909,25,0,2.7112264854164163,11,5812,3028,0,528.3636363636364
2025-04-07 16:35:33,3232245070,167794298,34349,110,1,2.005288814993907,96,3746,5325,0,39.020833333333336
2025-04-06 23:50:43,3232289591,167811955,58944,110,0,1.3962412923562955,85,6604,9338,0,77.69411764705882
2025-04-07 01:29:58,3232287254,167815580,8766,23,0,0.6954048230935035,46,1208,1669,1,26.26086956521739
2025-04-07 12:31:53,3232289177,167824913,27112,23,0,1.8226351347377372,38,3077,3706,0,80.97368421052632
2025-04-07 08:31:23,3232271270,167792700,5789,993,0,4.355834249028216,80,7904,4646,0,98.8
2025-04-06 22:50:53,3232245520,167819237,8184,443,0,0.6071235496108226,22,5726,834,0,260.27272727272725
2025-04-07 11:37:33,3232236308,167826962,12855,993,0,2.9054267180372757,10,7567,1141,0,756.7
2025-04-06 21:38:03,3232236904,167797644,1292,110,1,1.4228373282207294,76,4038,13307,0,53.13157894736842
2025-04-07 00:52:08,3232272535,167812046,25323,23,0,1.6931925388604363,28,992,901,1,35.42857142857143
2025-04-07 07:51:03,3232277225,167813796,23865,993,0,1.3634901154838017,59,2563,4438,0,43.440677966101696
2025-04-07 10:10:53,3232238271,167780385,29485,53,0,1.543268681291806,67,7392,6733,0,110.32835820895522
2025-04-06 21:19:48,3232264021,167825628,45085,53131,4,9.156354654876885,158,19050,11059,1,120.56962025316456
2025-04-07 16:50:03,3232247510,167815371,16939,110,1,2.4679914323517727,91,8543,2483,0,93.87912087912088
2025-04-07 01:06:18,3232259336,167791785,21136,3389,0,1.8019133618561487,32,1803,729,1,56.34375
2025-04-07 03:12:03,3232238277,167795814,41397,25,1,1.0740491276092743,82,1906,12452,0,23.24390243902439
2025-04-07 04:06:33,3232248001,167790747,47587,23,2,2.6406840410736696,88,2267,124,0,25.761363636363637
2025-04-06 23:26:28,3232273833,167790325,14566,53697,0,0.0454633134947848,2,72,82,1,36.0
2025-04-07 12:34:13,3232292058,167833544,24352,80,1,4.1151786388613285,80,5274,993,0,65.925
2025-04-07 00:43:43,3232283424,167793698,28927,25,0,1.0006355014876043,62,2692,3801,0,43.41935483870968
2025-04-07 00:44:43,3232274059,167807317,58017,993,0,3.0061669466007697,23,7187,7447,0,312.4782608695652
2025-04-06 23:41:03,3232270126,167774267,45546,22,0,0.40758647757864885,62,9005,12586,0,145.24193548387098
2025-04-07 11:43:33,3232261307,167810446,34170,53,0,0.6518779506602872,95,5411,14371,0,56.95789473684211
2025-04-07 07:10:53,3232292013,167800434,59183,995,0,3.6956032756327026,23,7012,14941,0,304.8695652173913
2025-04-06 23:03:48,3232262688,167781378,5608,50299,4,9.301736649703619,142,14424,8770,1,101.5774647887324
2025-04-07 14:39:43,3232258494,167822059,47277,23,0,3.813915701693141,69,8617,4845,0,124.8840579710145
2025-04-07 14:58:43,3232236154,167785386,41048,25,0,2.786043437970522,34,7500,10534,0,220.58823529411765
2025-04-07 05:44:23,3232283636,167801973,29632,995,0,2.4743500377222407,5,2689,10215,0,537.8
2025-04-07 09:15:03,3232258373,167804268,60379,993,0,2.5064626038513507,21,9128,11073,0,434.6666666666667
2025-04-06 22:30:43,3232293353,167810758,45713,25,0,1.213574050199646,69,127,6247,0,1.8405797101449275
2025-04-06 23:57:28,3232269438,167779360,47000,443,0,0.37892106649451174,1068,86029,728,1,80.55149812734082
2025-04-07 00:31:33,3232271595,167781992,59294,110,1,2.1807135751736992,69,971,10673,0,14.072463768115941
2025-04-07 15:52:53,3232287028,167787412,61492,443,0,4.155798300514238,31,6237,476,0,201.19354838709677
2025-04-07 10:11:03,3232270181,167785046,10417,22,0,2.424627651516335,24,9289,2637,0,387.0416666666667
2025-04-07 04:16:23,3232253211,167796215,51093,25,0,3.1140073112800093,23,8461,12997,0,367.8695652173913
2025-04-07 05:11:23,3232263454,167812306,24526,25,0,2.9583186347525596,29,9064,3423,0,312.55172413793105
2025-04-06 22:15:03,3232289562,167798431,34637,23,0,3.970419407443533,41,1057,11837,0,25.78048780487805
2025-04-06 21:33:38,3232275478,167819201,17627,23070,0,39.77175821955862,461,510305,1307,1,1106.952277657267
2025-04-07 04:37:53,3232240344,167811318,59497,993,2,4.241286239784008,16,9818,3573,0,613.625
2025-04-07 11:30:43,3232270420,167817497,16204,993,0,0.482358577310111,48,8300,10568,0,172.91666666666666
2025-04-07 02:10:03,3232293953,167823811,1572,443,0,2.363265365595212,56,4512,13928,0,80.57142857142857
2025-04-06 20:39:13,3232294011,167833708,17460,143,0,1.1709756320586355,34,3965,3106,0,116.61764705882354
2025-04-06 23:14:18,3232242501,167812786,22029,51649,4,5.865268070729764,147,13012,18399,1,88.51700680272108
2025-04-07 04:55:13,3232297939,167802711,63567,110,0,0.956479465483075,44,7696,6554,0,174.9090909090909
2025-04-07 08:22:23,3232266728,167811101,29270,25,0,4.718994641580491,71,7842,12538,0,110.45070422535211
2025-04-07 10:42:03,3232241374,167777161,41364,22,0,4.668378234073148,40,1226,3837,0,30.65
2025-04-07 03:02:03,3232270277,167821135,11432,80,0,2.001544500512836,98,1831,11254,0,18.683673469387756
2025-04-06 23:25:23,3232280231,167824835,63388,53,0,1.3110419493716905,22,8828,4495,0,401.27272727272725
2025-04-07 11:50:43,3232237412,167772764,64315,143,2,0.4108090452838489,5,2067,9848,0,413.4
2025-04-07 14:35:23,3232295279,167797183,63635,143,0,1.26688189675288,71,8119,12623,0,114.35211267605634
2025-04-06 23:47:03,3232261798,167803224,55971,995,0,1.6517902881842794,94,4375,1214,0,46.54255319148936
2025-04-07 13:07:13,3232247752,167789846,15691,995,1,3.0909919431122614,92,9259,6549,0,100.6413043478261
2025-04-07 04:54:13,3232259286,167837242,31424,53,0,1.0666499712282538,17,6440,1032,0,378.8235294117647
2025-04-06 23:19:48,3232294547,167810665,59484,43985,0,25.493469573700644,280,645430,2139,1,2305.1071428571427
2025-04-07 15:13:13,3232285942,167783864,2417,80,1,4.373661775532433,95,6327,10234,0,66.6
2025-04-07 17:41:33,3232281500,167823419,42366,23,0,1.2519455773834427,48,6940,14611,0,144.58333333333334
2025-04-07 06:16:43,3232268475,167835103,2359,53,0,0.5283737450356848,92,3338,2463,0,36.28260869565217
2025-04-06 23:19:33,3232267009,167788298,31995,110,0,4.692236847284436,82,3363,8978,0,41.01219512195122
2025-04-06 21:34:13,3232247150,167811200,7504,80,1,3.6558529990575868,89,8149,1091,0,91.56179775280899
2025-04-07 06:21:13,3232271931,167826126,36866,110,0,0.13773829590880823,96,761,1339,0,7.927083333333333
2025-04-06 20:14:38,3232277257,167787424,4336,23,0,1.9297683460013593,38,667,726,1,17.55263157894737
2025-04-06 22:52:43,3232299671,167798446,56394,993,0,3.335723708610117,73,8335,1135,0,114.17808219178082
2025-04-07 05:01:33,3232290541,167777866,61552,53,0,4.27825787911093,80,2145,7341,0,26.8125
2025-04-07 17:10:03,3232295075,167827000,22169,995,1,0.5070589518064816,19,2298,1205,0,120.94736842105263
2025-04-07 16:23:23,3232247657,167785292,37766,80,0,2.4632847371935,55,6568,1650,0,119.41818181818182
2025-04-07 03:03:03,3232285888,167789586,64764,23,2,2.867815872136589,74,3133,2769,0,42.33783783783784
2025-04-07 15:51:03,3232281662,167802163,4027,443,0,2.891789169256028,49,911,4782,0,18.591836734693878
2025-04-07 10:07:13,3232261775,167809996,20900,23,0,2.1315651830965834,30,694,3285,0,23.133333333333333
2025-04-07 17:42:03,3232277143,167793804,37471,995,2,4.391493816642548,66,6547,3330,0,99.1969696969697
2025-04-06 20:42:38,3232237173,167835537,9119,3389,0,1.1646616785772226,46,1673,945,1,36.369565217391305
2025-04-07 07:49:13,3232256616,167834230,58502,443,0,0.36781989730833664,9,4684,2208,0,520.4444444444445
2025-04-07 00:28:53,3232279934,167799731,35851,995,2,3.6039759543372867,34,1950,2966,0,57.35294117647059
2025-04-07 17:58:23,3232237811,167823645,30248,80,0,0.9610762970441393,10,4944,12571,0,494.4
2025-04-07 13:37:33,3232265733,167808024,27571,443,0,0.5248285628213173,30,1943,13701,0,64.76666666666667
2025-04-07 11:51:13,3232296944,167784766,34713,80,2,3.239096629716223,13,1662,428,0,127.84615384615384
2025-04-06 20:58:08,3232240034,167825144,56631,65052,0,31.234415694404206,118,882863,4597,1,7481.889830508475
2025-04-07 00:53:43,3232243087,167808973,22461,993,0,0.4497393635005642,17,8392,11662,0,493.6470588235294
2025-04-07 04:34:43,3232273690,167829284,8763,22,0,2.1171015932287864,50,6712,4800,0,134.24
2025-04-07 15:32:03,3232293647,167821598,18598,25,0,0.5396310854136095,91,9836,3776,0,108.08791208791209
2025-04-06 23:05:03,3232298999,167776048,61265,25,0,3.7453126692366707,55,6801,1937,0,123.65454545454546
2025-04-07 02:04:23,3232257849,167801993,21906,53,0,0.615058744757258,85,1451,14653,0,17.070588235294117
2025-04-07 01:53:53,3232278111,167823528,2658,22,0,1.69468557309611,61,2228,2687,0,36.52459016393443
2025-04-07 15:41:13,3232247716,167825952,62399,110,1,2.9431782809587625,45,7104,6763,0,157.86666666666667
2025-04-06 23:24:48,3232290400,167827804,19304,22,0,0.7227621469458886,44,609,624,1,13.840909090909092
2025-04-07 14:58:13,3232259926,167806520,60387,143,0,4.738941231367246,92,5245,13653,0,57.01086956521739
2025-04-07 04:08:43,3232271667,167811105,55929,995,0,4.079416309422893,35,2534,14636,0,72.4
2025-04-06 22:11:33,3232287094,167828941,43798,53,0,2.2383098498192617,24,2629,8148,0,109.54166666666667
2025-04-07 16:07:53,3232238964,167814112,46585,143,0,0.36206075493491297,24,2170,10133,0,90.41666666666667
2025-04-07 17:32:43,3232266072,167779878,45653,53,0,2.2922920232326343,43,7957,8633,0,185.04651162790697
2025-04-07 16:58:03,3232246108,167785156,31808,53,0,0.631157884311903,20,3611,3912,0,180.55
2025-04-06 21:01:43,3232297279,167785178,57164,443,0,1.588407325994934,55,3675,7695,0,66.81818181818181
2025-04-07 15:57:13,3232271689,167784829,65312,995,0,1.7206761346409762,83,2556,4662,0,30.795180722891565
2025-04-07 00:29:03,3232277635,167831454,18574,443,0,3.6517597139805016,54,4707,310,0,87.16666666666667
2025-04-06 21:29:03,3232252598,167831083,60161,25,0,3.564535676802605,76,7771,466,0,102.25
2025-04-07 05:57:23,3232265797,167788207,23163,53,1,3.5084284358801936,63,1365,2830,0,21.666666666666668
2025-04-07 14:01:33,3232260867,167810175,33100,995,1,2.002898564608794,47,942,14932,0,20.04255319148936
2025-04-06 20:15:28,3232291886,167793063,16560,32071,0,0.031014666299987823,2,70,42,1,35.0
2025-04-06 22:10:53,3232289266,167787887,62433,25,0,0.5778787345174725,31,6803,7231,0,219.4516129032258
2025-04-07 03:27:23,3232256234,167793632,50133,143,2,3.916672540024009,67,8219,6069,0,122.67164179104478
2025-04-06 20:44:33,3232243824,167772489,23248,23,0,2.25335539376635,15,5133,7702,0,342.2
2025-04-07 06:02:33,3232280641,167801835,40401,25,0,3.300550331726926,10,9250,4721,0,925.0
2025-04-07 06:57:23,3232260555,167802407,28220,443,0,4.397569010763265,95,9428,6313,0,99.2421052631579
2025-04-07 04:12:33,3232277129,167817156,42041,25,0,4.584910522403023,74,4163,623,0,56.25675675675676
2025-04-07 02:24:53,3232242481,167784662,55793,25,0,4.658822395923807,90,6360,13086,0,70.66666666666667
2025-04-07 14:06:33,3232276055,167830133,23214,23,1,2.4719500039342743,61,2866,9875,0,46.98360655737705
2025-04-07 04:56:33,3232250328,167779878,9658,53,0,2.2334303765909884,25,8958,1554,0,358.32
2025-04-07 17:08:03,3232264189,167805953,14514,25,1,2.0467325130040646,46,2564,6132,0,55.73913043478261
2025-04-06 23:50:03,3232238821,167795300,55213,25,1,0.7292692389205218,60,6195,14035,0,103.25
2025-04-07 13:41:53,3232247126,167831006,18253,22,0,0.17838210836816235,99,7835,2770,0,79.14141414141415
2025-04-07 03:16:03,3232273850,167816797,58207,443,0,3.799475796767248,59,9796,8659,0,166.03389830508473
2025-04-07 15:01:53,3232290429,167803401,65427,995,0,0.25483025037924284,16,175,9728,0,10.9375
2025-04-07 05:32:43,3232261504,167827062,34149,993,0,0.3634492254361762,16,1595,918,0,99.6875
2025-04-06 22:28:33,3232245246,167779144,52817,53,1,1.7126854881779705,78,1317,7939,0,16.884615384615383
2025-04-07 08:37:13,3232273586,167832360,45547,443,1,4.130267778588162,9,2298,1592,0,255.33333333333334
2025-04-07 09:21:23,3232273254,167806560,62760,23,0,2.9965880206469526,83,8723,4151,0,105.09638554216868
2025-04-06 23:09:48,3232278120,167826512,41824,5559,0,52.50847407412624,247,222006,1282,1,898.8097165991903
2025-04-07 01:17:28,3232270918,167797954,12502,80,1,0.538920857293646,6296,37610,911,1,5.973634053367217
2025-04-07 10:00:43,3232248990,167791429,2312,80,1,2.8148402680988553,52,201,5933,0,3.8653846153846154
2025-04-07 07:30:33,3232297367,167772477,50891,22,1,0.5391576248433108,78,5949,1939,0,76.26923076923077
2025-04-06 20:51:23,3232275970,167807687,55460,995,0,2.05086280510919,51,1842,5598,0,36.11764705882353
2025-04-07 04:57:33,3232245358,167834156,34402,23,1,2.2390593324007466,91,6466,2884,0,71.05494505494505
2025-04-06 20:22:18,3232292058,167788326,4651,3389,0,0.7435458905989383,41,1505,1907,1,36.707317073170735
2025-04-07 05:53:13,3232262133,167782738,19173,143,1,2.258606070773302,41,3277,4640,0,79.92682926829268
2025-04-07 04:12:03,3232291895,167829525,35088,110,1,1.2934814491385973,85,3706,5731,0,43.6
2025-04-07 09:53:13,3232287393,167782908,21967,443,0,1.6723963310435805,58,8704,11593,0,150.06896551724137
2025-04-07 07:10:23,3232265879,167831696,52206,80,0,3.0472503036589855,73,8993,9773,0,123.1917808219178
2025-04-07 02:51:03,3232277431,167818904,52783,993,1,4.9462296007205,64,8773,14475,0,137.078125
2025-04-07 13:43:43,3232265273,167832133,5429,995,0,2.776630708503097,74,2149,11142,0,29.04054054054054
2025-04-07 07:27:33,3232257039,167821508,45714,80,0,1.3405463495675376,93,5500,5346,0,59.13978494623656
2025-04-07 06:58:03,3232255799,167821989,10034,22,1,1.3050460216479627,45,6182,6105,0,137.37777777777777
2025-04-07 02:48:23,3232266069,167784698,7067,993,0,0.6209170830035481,48,2322,7577,0,48.375
2025-04-06 22:27:58,3232300250,167798354,15133,23,0,1.907778397129705,11,1849,1508,1,168.0909090909091
2025-04-07 06:09:23,3232272165,167822001,45207,53,0,4.536680262573496,56,1127,7238,0,20.125
2025-04-07 09:29:23,3232258345,167798370,41117,995,1,3.949328060812867,85,5581,4916,0,65.65882352941176
2025-04-06 23:07:23,3232258071,167819689,35659,23,0,3.5123563205683572,48,8740,4394,0,182.08333333333334
2025-04-07 06:25:23,3232269956,167792191,54246,995,0,1.4178305532276112,38,2977,9643,0,78.34210526315789
2025-04-07 07:45:13,3232255057,167819475,47670,110,0,4.288176245677437,45,9596,8929,0,213.24444444444444
2025-04-07 03:56:53,3232260902,167775184,9463,23,1,0.6069768324160636,37,6461,9297,0,174.6216216216216
2025-04-06 21:27:38,3232275599,167824475,15726,55547,5,7.0346385531580236,144,11889,12955,1,82.5625
2025-04-07 15:06:33,3232262209,167772963,11114,80,0,0.6127384484178487,25,5089,10984,0,203.56
2025-04-07 15:31:23,3232236076,167789263,2571,25,0,3.141827650782243,49,307,3303,0,6.26530612244898
2025-04-07 16:50:33,3232249426,167823402,62209,110,1,2.404402106994799,37,5701,2024,0,154.0810810810811
2025-04-06 23:47:33,3232249367,167790029,55997,80,0,1.3798915803768446,49,9525,13316,0,194.3877551020408
2025-04-06 23:38:23,3232283241,167796482,26454,110,0,1.5359182716428548,15,7986,1417,0,532.4
2025-04-06 23:21:08,3232299594,167782155,44303,3389,0,1.6876238066828688,40,874,1808,1,21.85
2025-04-07 12:48:53,3232237369,167829601,39515,995,0,4.219310146634066,55,7947,842,0,144.4909090909091
